set_num,name,year,theme_id,num_parts
60023-1,City Starter Set,2013,52,267
60024-1,"Advent Calendar 2013, City",2013,208,24
60024-10,"Advent Calendar 2013, City (Day  9)",2013,220,4
60024-11,"Advent Calendar 2013, City (Day 10)",2013,220,8
60024-12,"Advent Calendar 2013, City (Day 11)",2013,220,15
60024-13,"Advent Calendar 2013, City (Day 12)",2013,220,21
60024-14,"60024 Advent Calendar 2013, City (Day 13)",2013,220,6
60024-15,"60024 Advent Calendar 2013, City (Day 14)",2013,220,16
60024-16,"60024 Advent Calendar 2013, City (Day 15)",2013,220,12
60024-17,"60024 Advent Calendar 2013, City (Day 16)",2013,220,13
60024-18,"60024 Advent Calendar 2013, City (Day 17)",2013,220,8
60024-19,"60024 Advent Calendar 2013, City (Day 18)",2013,220,7
60024-2,"Advent Calendar 2013, City (Day  1)",2013,220,5
60024-20,"60024 Advent Calendar 2013, City (Day 19)",2013,220,10
60024-21,"60024 Advent Calendar 2013, City (Day 20)",2013,220,10
60024-22,"60024 Advent Calendar 2013, City (Day 21)",2013,220,19
60024-23,"60024 Advent Calendar 2013, City (Day 22)",2013,220,15
60024-24,"60024 Advent Calendar 2013, City (Day 23)",2013,220,18
60024-25,"60024 Advent Calendar 2013, City (Day 24) Santa",2013,220,6
60024-3,"Advent Calendar 2013, City (Day  2)",2013,220,11
60024-4,"Advent Calendar 2013, City (Day  3)",2013,220,3
60024-5,"Advent Calendar 2013, City (Day  4)",2013,220,6
60024-6,"Advent Calendar 2013, City (Day  5)",2013,220,8
60024-7,"Advent Calendar 2013, City (Day  6)",2013,220,6
60024-8,"Advent Calendar 2013, City (Day  7)",2013,220,9
60024-9,"Advent Calendar 2013, City (Day  8)",2013,220,8
60025-1,Grand Prix Truck,2013,52,322
60026-1,Town Square,2013,63,916
60027-1,Monster Truck Transporter,2013,52,306
60031-1,City Corner {re-issue from set 7641-1},2013,63,478
60032-1,Arctic Snowmobile,2014,65,44
60033-1,Arctic Ice Crawler,2014,65,112
60034-1,Arctic Helicrane,2014,65,262
60035-1,Arctic Outpost,2014,65,373
60036-1,Arctic Base Camp,2014,65,731
6004-1,Crossbow Cart,1997,195,21
60041-1,Crook Pursuit,2014,61,38
60042-1,High Speed Police Chase,2014,61,109
60043-1,Prisoner Transporter,2014,61,196
60044-1,Mobile Police Unit,2014,61,374
60045-1,Police Patrol,2014,61,407
60046-1,Helicopter Surveillance,2014,61,526
60047-1,Police Station,2014,61,852
60048-1,Police Dog Unit,2014,61,248
60049-1,Helicopter Transporter,2014,61,381
60050-1,Train Station,2014,66,422
60051-1,High-Speed Passenger Train,2014,66,608
6005188-1,Darth Maul,2012,166,8
60052-1,Cargo Train,2014,66,887
60053-1,Race Car,2014,52,99
60054-1,Light Repair Truck,2014,52,94
60055-1,Monster Truck,2014,52,77
60056-1,Tow Truck,2014,52,226
60057-1,Camper Van,2014,52,194
60058-1,SUV with Watercraft,2014,52,218
60059-1,Logging Truck,2014,52,227
60060-1,Auto Transporter,2014,52,350
60061-1,Airport Fire Truck,2014,52,325
6006139-1,Best Friends Promotional Brick Set,2012,494,2
60062-1,Arctic Icebreaker,2014,65,712
60063-1,Advent Calendar 2014 City,2014,208,24
60063-10,Advent Calendar 2014 City (Day 9) Handcart with Bread,2014,220,6
60063-11,Advent Calendar 2014 City (Day 10) Small Catapult,2014,220,7
60063-12,Advent Calendar 2014 City (Day 11) Policeman with Megaphone and Sheet Music,2014,220,6
60063-13,Advent Calendar 2014 City (Day 12) Duck with Remote Control,2014,220,10
60063-14,Advent Calendar 2014 City (Day 13) Burglar with Bag and Flashlight,2014,220,8
60063-15,Advent Calendar 2014 City (Day 14) Sled,2014,220,7
60063-16,Advent Calendar 2014 City (Day 15) Dog with Bone and Food Dish,2014,220,3
60063-17,Advent Calendar 2014 City (Day 16) Santa's Snowmobile,2014,220,13
60063-18,Advent Calendar 2014 City (Day 17) Santa's Sled with Box,2014,220,11
60063-19,Advent Calendar 2014 City (Day 18) Policeman with Cup and Handcuffs,2014,220,6
60063-2,Advent Calendar 2014 City (Day 1) Boy Posting Christmas Mail,2014,220,5
60063-20,Advent Calendar 2014 City (Day 19) Turkey Dinner,2014,220,11
60063-21,"Advent Calendar 2014 City (Day 20) Axe, Shovel and Logs",2014,220,5
60063-22,Advent Calendar 2014 City (Day 21) Christmas Present and Stocking,2014,220,14
60063-23,Advent Calendar 2014 City (Day 22) Christmas Tree,2014,220,21
60063-24,Advent Calendar 2014 City (Day 23) Tricycle,2014,220,14
60063-25,Advent Calendar 2014 City (Day 24) Santa with Bag and Cookie,2014,220,7
60063-3,Advent Calendar 2014 City (Day 2) Mailbox with Green Frog,2014,220,8
60063-4,Advent Calendar 2014 City (Day 3) Snowman,2014,220,5
60063-5,Advent Calendar 2014 City (Day 4) Pie Stall,2014,220,6
60063-6,Advent Calendar 2014 City (Day 5) Girl with Croissant,2014,220,5
60063-7,Advent Calendar 2014 City (Day 6) Fruit Stall,2014,220,16
60063-8,Advent Calendar 2014 City (Day 7) Little Shop,2014,220,18
60063-9,Advent Calendar 2014 City (Day 8) Girl on Ice Skates,2014,220,6
60064-1,Arctic Supply Plane,2014,65,372
60065-1,ATV Patrol,2015,61,57
60066-1,Swamp Police Starter Set,2015,61,78
60067-1,Helicopter Pursuit,2015,61,252
60068-1,Crooks’ Hideout,2015,61,468
60069-1,Swamp Police Station,2015,61,706
60070-1,Water Plane Chase,2015,61,261
6007-1,Bat Lord,1997,195,16
60071-1,Hovercraft Arrest,2015,61,328
60072-1,Demolition Starter Set,2015,56,85
60073-1,Service Truck,2015,56,232
60074-1,Bulldozer,2015,56,383
60075-1,Excavator and Truck,2015,56,310
60076-1,Demolition Site,2015,56,774
60077-1,Space Starter Set,2015,93,107
60078-1,Utility Shuttle,2015,93,154
60079-1,Training Jet Transporter,2015,93,448
60080-1,Spaceport,2015,93,584
6008-1,Royal King,1995,201,12
60081-1,Pickup Tow Truck,2015,63,209
60082-1,Dune Buggy Trailer,2015,64,221
60083-1,Snowplow Truck,2015,63,195
60084-1,Racing Bike Transporter,2015,63,177
60085-1,4x4 with Powerboat,2015,59,299
60086-1,City Starter Set,2015,52,238
60088-1,Fire Starter Set,2015,58,92
60090-1,Deep Sea Scuba Scooter,2015,86,42
6009-1,Black Knight,1992,188,24
60091-1,Deep Sea Starter Set,2015,86,90
60092-1,Deep Sea Submarine,2015,86,273
60093-1,Deep Sea Helicopter,2015,86,386
60095-1,Deep Sea Exploration Vessel,2015,86,715
60096-1,Deep Sea Operation Base,2015,86,905
60097-1,City Square,2015,63,1678
60098-1,Heavy-Haul Train,2015,66,982
60099-1,LEGO® City Advent Calendar 2015,2015,208,278
60100-1,Airport Starter Set,2016,53,81
6010-1,Supply Wagon,1984,199,36
60101-1,Airport Cargo Plane,2016,53,156
60102-1,Airport VIP Service,2016,53,364
60103-1,Airport Air Show,2016,53,677
60104-1,Airport Passenger Terminal,2016,53,692
60105-1,Fire ATV,2016,58,64
60106-1,Fire Starter Set,2016,58,90
60107-1,Fire Ladder Truck,2016,58,213
60108-1,Fire Response Unit,2016,58,256
60109-1,Fire Boat,2016,58,411
601-1,Shell Gas Pump,1978,76,12
60110-1,Fire Station,2016,58,918
6011-1,Black Knight's Treasure,1985,187,27
60111-1,Fire Utility Truck,2016,58,367
60112-1,Fire Engine,2016,58,375
60113-1,Rally Car,2016,63,104
60114-1,Race Boat,2016,52,94
60115-1,4 x 4 Off Roader,2016,64,184
60116-1,Ambulance Plane,2016,60,183
60117-1,Van & Caravan,2016,63,250
60118-1,Garbage Truck,2016,52,247
60119-1,Ferry,2016,59,301
601-2,Tow Truck,1970,397,21
60120-1,Volcano Starter Set,2016,52,83
6012-1,Siege Cart,1986,199,54
60121-1,Volcano Exploration Truck,2016,52,174
60122-1,Volcano Crawler,2016,52,323
60123-1,Volcano Supply Helicopter,2016,52,329
60124-1,Volcano Exploration Base,2016,52,823
60125-1,Volcano Heavy-Lift Helicopter,2016,52,1273
60126-1,Tire Escape,2016,61,47
60127-1,Prison Island Starter Set,2016,61,92
60128-1,Police Pursuit,2016,61,184
60129-1,Police Patrol Boat,2016,61,200
60130-1,Prison Island,2016,61,753
6013-1,Samurai Swordsman,1998,434,13
60131-1,Crooks Island,2016,61,243
60132-1,Service Station,2016,63,513
60133-1,City Advent Calendar 2016,2016,208,290
60134-1,Fun in the park - City People Pack,2016,52,160
60135-1,ATV Arrest,2017,61,47
60136-1,Police Starter Set,2017,61,80
60137-1,Tow Truck Trouble,2017,61,144
60138-1,High-speed Chase,2017,61,297
60139-1,Mobile Command Center,2017,61,373
60140-1,Bulldozer Break-In,2017,61,558
60141-1,Police Station,2017,80,893
60142-1,Money Transporter,2017,61,137
60143-1,Auto Transport Heist,2017,61,402
60144-1,Race Plane,2017,53,88
60145-1,Buggy,2017,63,80
60146-1,Stunt Truck,2017,52,90
60147-1,Fishing Boat,2017,52,125
60148-1,ATV Race Team,2017,63,238
60149-1,4x4 with Catamaran,2017,52,197
60150-1,Pizza Van,2017,63,249
60151-1,Dragster Transporter,2017,52,334
60152-1,Sweeper & Excavator,2017,52,298
60159-1,Jungle Halftrack Mission,2017,614,378
60160-1,Jungle Mobile Lab,2017,614,423
6016-1,Knights' Arsenal,1987,199,37
6017-1,King's Oarsmen,1987,199,45
6018031-1,Master Builder Academy: Kits 7-9 Subscription,2012,432,0
6018-1,Battle Dragon,1990,188,54
6020-1,Magic Shop,1993,186,47
602-1,Fire Chief's Car,1978,74,24
6021-1,Jousting Knights,1984,199,37
602-2,Fire Truck,1970,417,30
6022-1,Horse Cart,1984,199,43
6023-1,Maiden's Cart,1986,199,45
6024-1,Bandit Ambush,1996,191,60
6026-1,King Leo,2000,197,21
6027-1,Bat Lord's Catapult,1997,195,54
6028-1,Treasure Cart,1998,195,23
6029-1,Treasure Guard,1998,195,23
6030-1,Catapult,1984,187,83
603-1,Sidecar,1978,85,26
6031-1,Fright Force,1998,195,28
6032-1,Catapult Crusher,2000,197,56
603-3,Vintage Car,1970,397,36
6033-1,Treasure Transport,1998,434,59
6034-1,Black Monarch's Ghost,1990,188,46
6035-1,Castle Guard,1987,187,52
6036-1,Skeleton Surprise,1995,201,74
6037-1,Witch's Windship,1997,195,60
6038-1,Wolfpack Renegades,1992,203,98
6039-1,Twin-Arm Launcher,1988,199,77
6040-1,Blacksmith Shop,1984,199,93
604-1,Shell Service Car,1978,76,21
6041-1,Armor Shop,1986,199,113
604-2,Excavator,1971,416,28
6042-1,Dungeon Hunters,1990,190,111
6043-1,Dragon Defender,1993,186,156
6043173-1,Friends Baking Set,2013,494,20
6044-1,King's Carriage,1995,201,127
6045-1,Ninja Surprise,1998,434,112
6046-1,Hemlock Stronghold,1996,191,220
6047-1,Traitor Transport,1997,195,145
6048-1,Majisto's Magical Workshop,1993,186,188
6049-1,Viking Voyager,1987,199,101
605-1,Street Sweeper,1978,85,18
6051-1,Play with Letters,2011,504,62
605-2,Taxi,1971,397,18
6053-1,My First LEGO Town,2011,37,709
6054-1,Forestmen's Hideout,1988,194,201
6055-1,Prisoner Convoy,1985,199,116
6056-1,Dragon Wagon,1993,186,109
6057-1,Sea Serpent,1992,188,128
6058324-1,Canada 2013 Toys R Us Easter Egg Giveaway,2013,229,62
6059-1,Knight's Stronghold,1990,188,227
6060-1,Knight's Challenge,1989,199,168
606-1,Ambulance,1978,78,25
6061-1,Siege Tower,1984,199,216
606-2,Tipper Lorry,1972,416,22
6062-1,Battering Ram,1987,187,240
6066-1,Camouflaged Outpost,1987,194,228
6067-1,Guarded Inn,1986,199,256
607-1,Mini Loader,1979,72,22
6071-1,Forestmen's Crossing,1990,194,210
6073-1,Knight's Castle,1984,187,416
6074-1,Black Falcon's Fortress,1986,187,430
6075-1,Wolfpack Tower,1992,203,239
6075-2,Castle,1981,189,774
6076-1,Dark Dragon's Den,1993,186,219
6077-1,Knight's Procession,1981,189,49
6077-2,Forestmen's River Fortress,1989,194,360
6078-1,Royal Drawbridge,1995,201,259
6079-1,Dark Forest Fortress,1996,191,469
6080-1,King's Castle,1984,199,679
608-1,Kiosk,1971,413,33
6081-1,King's Mountain Fortress,1990,190,438
608-2,Taxi,1979,85,25
6082-1,Fire Breathing Fortress,1993,186,406
6083-1,Knight's Tournament,1981,189,210
6083-2,Samurai Stronghold,1998,434,198
6085-1,Black Monarch's Castle,1988,188,688
6086-1,Black Knight's Castle,1992,188,590
6087-1,Witch's Magic Manor,1997,195,254
6088-1,Robber's Retreat,1998,434,281
6089-1,Stone Tower Bridge,1998,434,410
6090-1,Royal Knight's Castle,1995,201,764
609-1,Aeroplane,1972,412,28
6091-1,King Leo's Castle,2000,197,539
6092-1,50 Jahre In Deutschland,2006,37,706
6092-2,LEGO Special Edition Creative Building Tub,2006,37,706
6093-1,Flying Ninja Fortress,1998,434,698
6094-1,Guarded Treasury,2000,197,103
6095-1,Royal Joust,2000,197,103
6096-1,Bull's Attack,2000,197,315
6097-1,Night Lord's Castle,1997,195,607
6098-1,King Leo's Castle,2000,197,538
6099-1,Traitor Transport (with Cave),1997,195,145
6100-1,Aquashark Dart,1998,311,24
610-1,Vintage Car,1973,397,39
610-2,Rescue Helicopter,1987,466,35
6102-1,Castle Mini Figures,1985,202,36
6103-1,Castle Mini Figures,1988,202,38
6103-2,Knights,1984,202,25
6104-1,Aquacessories,1996,314,27
6105-1,Medieval Knights,1993,202,37
6107-1,Recon Ray,1998,313,20
6109-1,"Sea Creeper (with Stingray Baseplate, Raised)",1998,313,79
6110-1,Solo Sub,1998,312,25
611-1,Police Car,1973,421,19
6111-1,Street Chase,2006,120,193
611-2,Air Canada Jet Plane,1988,466,89
6112-1,World of Bricks,2006,48,1004
6114-1,200 + 40 Special Elements,2007,48,242
6115-1,Shark Scout,1995,311,28
6116-1,Box of Bricks,2007,48,604
6117-1,Doors and Windows,2008,48,100
6118-1,Wheels,2008,48,106
6119-1,Roof Tiles,2008,48,150
612-1,Tipper Truck,1974,416,23
6125-1,Sea Sprint 9,1995,308,32
6126-1,Good Guy 2008,2008,324,26
6127-1,Bad Guy 2008,2008,324,29
6128-1,Function 2008,2008,324,22
6130-1,DUPLO Build and Play,2011,504,100
613-1,Biplane,1974,412,18
6131-1,Build and Play,2011,37,646
6132-1,Red,2012,506,15
6133-1,Race Day,2012,506,30
6134-1,Siddeley Saves the Day,2012,506,38
6135-1,Spy Shark,1996,311,60
6136-1,My First Zoo,2011,504,60
6137-1,My First LEGO Duplo Supermarket,2011,504,38
6138-1,My First Fire Station,2011,504,60
6140-1,Crab,1998,313,78
614-1,Excavator,1974,416,31
6143-1,Race Team,2012,504,34
6144-1,Zoo Train,2012,504,12
6145-1,Crystal Crawler,1996,308,96
6146-1,Pick-up Truck,2012,504,17
6150-1,Crystal Detector,1998,312,105
6151-1,Sleeping Beauty's Chamber,2012,504,16
615-2,Fork Lift with Driver,1975,416,21
6152-1,Snow White's Cottage,2012,504,28
6153-1,Cinderella's Carriage,2012,504,20
6154-1,Cinderella's Castle,2012,504,77
6155-1,Deep Sea Predator,1995,311,104
6156-1,Photo Safari,2012,504,68
6157-1,The Big Zoo,2012,504,147
6158-1,Duplo Animal Clinic,2012,504,62
6159-1,Crystal Detector,1998,312,105
6160-1,Sea Scorpion,1998,313,305
616-1,Cargo Ship,1976,419,31
6161-1,Brick Box,2007,37,221
6162-1,A World of LEGO Mosaic 4 in 1,2007,277,286
6163-1,A World of LEGO Mosaic 9 in 1,2007,277,598
6164-1,LEGO Rescue Building Set,2007,37,519
6166-1,Large Brick Box,2007,37,406
6167-1,Deluxe Brick Box,2006,37,693
6168-1,Fire Station,2012,504,64
6169-1,Fire Chief,2012,504,6
617-1,Cowboys,1976,397,41
6171-1,My First Gas Station,2012,504,47
6173-1,Panda,2012,504,7
6175-1,Crystal Explorer Sub,1995,308,167
6176-1,Basic Bricks - Deluxe,2008,505,80
6176782-1,Escape the Space Slug,2016,598,161
6177-1,LEGO Basic Bricks Deluxe,2008,48,650
6180-1,Hydro Search Sub,1998,312,297
618-1,Police Helicopter,1977,421,38
6186-1,Build Your Own LEGO Harbor,2008,37,252
6187-1,Road Construction Set,2008,22,296
6190-1,Shark's Crystal Cave,1996,311,259
619-1,Rally Car,1977,397,22
6191-1,Fire Fighter Building Set,2009,37,117
6192-1,Pirates Building Set,2009,37,150
6193-1,Castle Building Set,2009,37,137
6194-1,My Own LEGO Town,2009,37,515
6195-1,Neptune Discovery Lab,1995,308,509
6198-1,Stingray Stormer,1998,313,413
6199-1,Hydro Crystalization Station,1998,312,485
6200-1,Pirates Double Pack,1989,148,2
6200-2,Evo,2012,401,36
620-1,Fireman's Car,1978,74,32
6201-1,Toxic Reapa,2012,403,42
620-2,Fire Truck,1970,417,40
6202-2,Rocka,2012,401,55
620-3,Blue Building Plate 32 x 32,2010,48,1
6203-1,Black Phantom,2012,403,124
6204-1,Buccaneers,1997,148,42
6205-1,V-wing Fighter,2006,168,118
6206-1,TIE Interceptor,2006,169,212
6207-1,A-wing Fighter,2006,169,193
6208-1,B-wing Fighter,2006,169,439
6209-1,Slave I (2nd edition),2006,169,537
6210-1,Jabba's Sail Barge,2006,169,781
621-1,Police Car,1978,80,34
6211-1,Imperial Star Destroyer,2006,169,1388
621-2,Shell Tanker Truck,1970,418,43
6212-1,X-wing Fighter,2006,169,437
6213-1,Replacement Gearbox for Electric Motor,1985,456,1
6216-1,Jawblade,2012,403,45
6217-1,Surge,2012,401,39
6218-1,Splitface,2012,403,50
622-1,Tipper Truck,1978,72,32
6221-1,Nex,2012,401,39
622-2,Baggage Carts,1970,412,45
6222-1,Core Hunter,2012,403,51
6223-1,Bulk,2012,401,61
6227-1,Breez,2012,401,55
6228-1,Thornraxx,2012,403,44
6229-1,XT4,2012,403,39
6230-1,Stormer XL,2012,401,89
623-1,Medic's Car,1978,78,33
6231-1,Speeda Demon,2012,403,192
623-2,White Car and Camper,1970,397,38
6232-1,Skeleton Crew,1996,148,31
6234-1,Renegade's Raft,1991,148,39
6235-1,Buried Treasure,1989,148,27
6236-1,King Kahuka,1994,152,49
6237-1,Pirates' Plunder,1993,148,28
6239-1,Cannon Battle,2009,153,45
6240-1,Kraken Attackin',2009,153,78
624-1,"Basic Motor, 9V",1996,473,27
6241-1,Loot Island,2009,153,144
6242-1,Soldiers' Fort,2009,153,370
6243-1,Brickbeard's Bounty,2009,153,595
6244-1,Armada Sentry,1996,149,74
6245-1,Harbor Sentry,1989,151,26
6246-1,Crocodile Cage,1994,152,61
6247-1,Bounty Boat,1992,148,40
6248-1,Volcano Island,1996,148,123
6249-1,Pirates Ambush,1997,148,159
6250-1,Cross Bone Clipper,1997,148,157
625-1,Tractor,1978,72,31
6251-1,Pirate Mini Figures,1989,148,40
6252-1,Sea Mates,1993,148,36
6253-1,Shipwreck Hideout,2009,153,313
6254-1,Rocky Reef,1995,148,108
6255-1,Pirate Comic,1989,148,12
6256-1,Islander Catamaran,1994,152,64
6257-1,Castaway's Raft,1989,148,54
6258-1,Smuggler's Shanty,1992,148,75
6259-1,Broadside's Brig,1991,151,68
6260-1,Shipwreck Island,1989,148,78
626-1,"Baseplate, Green",1996,473,1
6261-1,Raft Raiders,1992,148,86
626-2,Red Cross Helicopter,1978,78,36
6262-1,King Kahuka's Throne,1994,152,155
6263-1,Imperial Outpost,1995,147,219
6264-1,Forbidden Cove,1994,152,222
6265-1,Sabre Island,1989,151,97
6266-1,Cannon Cove,1993,147,106
6267-1,Lagoon Lock-Up,1991,151,194
6268-1,Renegade Runner,1993,148,187
6270-1,Forbidden Island,1989,148,190
627-1,"Baseplate, Blue",1996,473,1
6271-1,Imperial Flagship,1992,147,320
6271-2,Imperial Flagship with Free Storage Case,1992,150,1
6273-1,Rock Island Refuge,1991,148,388
6274-1,Caribbean Clipper,1989,151,386
6276-1,Eldorado Fortress,1989,151,515
6277-1,Imperial Trading Post,1992,147,622
6278-1,Enchanted Island,1994,152,439
6279-1,Skull Island,1995,148,386
6280-1,Armada Flagship,1996,149,292
628-1,X-Large Building Plate (Light Gray),1996,473,1
6281-1,Pirates Perilous Pitfall,1997,148,404
628-2,Police Helicopter,1977,421,38
6282-1,Stringer,2012,401,42
628-3,X-Large Gray Baseplate (Lt Bluish Gray),2003,48,1
6283-1,Voltix,2012,403,61
6285-1,Black Seas Barracuda,1989,148,915
6286-1,Skull's Eye Schooner,1993,148,921
6289-1,Red Beard Runner,1996,148,711
6290-1,Red Beard Runner,2001,148,712
629-1,Three Building Plates,1996,473,3
6291-1,Armada Flagship,2001,149,291
6292-1,Enchanted Island,2001,152,445
6293-1,Furno,2012,401,56
6296-1,Shipwreck Island,1996,148,226
6299-1,Advent Calendar 2009 Pirates,2009,215,24
6299-10,Advent Calendar 2009 Pirates (Day  9) - Plants and Crab,2009,224,7
6299-11,Advent Calendar 2009 Pirates (Day 10) - Barrel with Tools,2009,224,3
6299-12,Advent Calendar 2009 Pirates (Day 11) - Castaway,2009,224,7
6299-13,Advent Calendar 2009 Pirates (Day 12) - Fish over Fire,2009,224,9
6299-14,Advent Calendar 2009 Pirates (Day 13) - Monkey,2009,224,2
6299-15,Advent Calendar 2009 Pirates (Day 14) - Mermaid,2009,224,4
6299-16,Advent Calendar 2009 Pirates (Day 15) - Clam and Plant,2009,224,6
6299-17,Advent Calendar 2009 Pirates (Day 16) - Table with Food and Rat,2009,224,8
6299-18,Advent Calendar 2009 Pirates (Day 17) - Imperial Soldier II,2009,224,6
6299-19,Advent Calendar 2009 Pirates (Day 18) - Weapon Stand,2009,224,9
6299-2,Advent Calendar 2009 Pirates (Day  1) - Captain Brickbeard,2009,224,6
6299-20,Advent Calendar 2009 Pirates (Day 19) - Pirate,2009,224,4
6299-21,Advent Calendar 2009 Pirates (Day 20) - Barrel and Paddle,2009,224,2
6299-22,Advent Calendar 2009 Pirates (Day 21) - Sawfish,2009,224,2
6299-23,Advent Calendar 2009 Pirates (Day 22) - Skeleton and Snake,2009,224,7
6299-24,Advent Calendar 2009 Pirates (Day 23) - Brick Arch with Fire and Skull,2009,224,12
6299-25,Advent Calendar 2009 Pirates (Day 24) - Treasure Chest with Gems,2009,224,8
6299-3,Advent Calendar 2009 Pirates (Day  2) - Table with Lamp and Map,2009,224,9
6299-4,Advent Calendar 2009 Pirates (Day  3) - Parrot on Perch,2009,224,7
6299-5,Advent Calendar 2009 Pirates (Day  4) - Imperial Soldier II Officer,2009,224,6
6299-6,Advent Calendar 2009 Pirates (Day  5) - Cannon,2009,224,8
6299-7,Advent Calendar 2009 Pirates (Day  6) - Crocodile,2009,224,3
6299-8,Advent Calendar 2009 Pirates (Day  7) - Pirate Female,2009,224,5
6299-9,Advent Calendar 2009 Pirates (Day  8) - Raft with Flagpole,2009,224,8
6-3,Basic Set,1973,469,338
630-1,Brick Separator,1996,443,1
6301-1,Town Mini-Figures,1986,84,34
6302-1,Mini-Figure Set,1982,84,31
630-3,Brick Separator Orange,2012,443,1
6304-1,Cross Roads Plates,1980,84,2
6305-1,Trees and Flowers,1980,84,24
6306-1,Road Signs,1980,84,12
6307-1,Firemen,1983,84,22
6308-1,Policemen,1982,84,20
6309-1,Town Mini-Figures,1988,84,41
6310-1,T-Road Plates,1986,84,2
631-1,Doors and Windows,1996,473,52
6311-1,Curved Road Plates,1986,84,2
6312-1,Straight Road Plates,1986,84,2
6313-1,Cross-Road Plates,1986,84,2
6314-1,City People,1992,84,36
6315-1,Road Signs,1988,84,11
6316-1,Flags and Fences,1988,84,38
6317-1,Trees and Flowers,1988,84,48
6318-1,"Flowers, Trees and Fences",1996,84,73
6319-1,Trees and Fences,1993,84,45
6320-1,T-Road Plates,1997,102,2
632-1,Wheels and Tires,1996,473,60
6321-1,Curved Road Plates,1997,102,2
6322-1,Straight Road Plates,1997,102,2
6323-1,Cross Road Plates,1997,102,2
6324-1,Chopper Cop,1998,100,24
6325-1,Package Pick-Up,1998,95,29
6326-1,Town Folks,1998,102,40
6327-1,Turbo Champs,1998,101,48
6328-1,Helicopter Transport,1998,100,102
6329-1,Truck Stop,1998,103,139
6330-1,Cargo Center,1998,95,246
633-1,Roof Tiles,1996,473,50
6331-1,Patriot Jet,1996,68,166
6332-1,Command Post Central,1998,100,277
6333-1,Race and Chase,1998,101,50
6334-1,Wave Jump Racers,1996,82,180
6335-1,Indy Transport,1996,82,402
6336-1,Launch Response Unit,1995,88,181
6337-1,Fast Track Finish,1996,82,339
6338-1,Hurricane Harbor,1995,71,364
6339-1,Shuttle Launch Pad,1995,88,564
6340-1,Hook & Ladder,1994,74,177
634-1,Extra Bricks in Red,1996,473,62
6341-1,Gas N' Go Flyer,1994,68,106
6342-1,Beach Rescue Chopper,1993,71,149
6344-1,Jet Speed Justice,1993,80,158
6345-1,Aerial Acrobats,1993,68,350
6346-1,Shuttle Launching Crew,1992,68,413
6347-1,Monorail Accessory Track,1991,84,54
6348-1,Surveillance Squad,1994,80,318
6349-1,Vacation House,1988,69,215
6350-1,Pizza To Go,1994,75,150
635-1,Extra Bricks in White,1996,473,62
6351-1,Surf N' Sail Camper,1992,83,190
6352-1,Cargomaster Crane,1991,72,141
6353-1,Coastal Cutter,1991,71,184
6354-1,Pursuit Squad,1990,80,175
6355-1,Derby Trotter,1989,83,142
6356-1,Med-Star Rescue Plane,1988,78,160
6357-1,Stunt 'Copter N' Truck,1988,85,177
6358-1,Snorkel Squad,1987,74,154
6359-1,Horse Trailer,1986,73,144
6360-1,Weekend Cottage,1986,69,117
636-1,Pullback Motor,1996,473,14
6361-1,Mobile Crane,1986,72,163
6362-1,Post Office,1982,81,135
6363-1,Auto Service Station,1980,85,140
6364-1,Paramedic Unit,1980,78,139
6365-1,Summer Cottage,1981,69,152
6366-1,Fire & Rescue Squad,1984,74,117
6367-1,Truck,1984,70,154
6368-1,Jet Airliner,1985,68,137
6369-1,Garage,1985,85,134
6370-1,Weekend Home,1985,69,186
637-1,Plastic Playtable,1996,473,3
6371-1,Shell Service Station,1983,76,266
6372-1,Town House,1982,69,234
6373-1,Motorcycle Shop,1984,85,186
6374-1,Holiday Home,1983,69,265
6375-1,Trans Air Carrier,1990,70,213
6375-2,Exxon Gas Station,1980,76,270
6376-1,Breezeway Cafe (Breezeway Café),1990,75,194
6377-1,Delivery Center,1985,70,305
6378-1,Shell Service Station,1986,76,290
6379-1,Riding Stable,1986,69,281
6380-1,Emergency Treatment Center,1987,78,312
638-1,"Lots of Extra Basic Bricks, 3+",1996,473,404
6381-1,Motor Speedway,1987,82,206
6382-1,Fire Station,1981,74,394
6383-1,Public Works Center,1981,72,420
6384-1,Police Station,1983,80,398
6385-1,Fire House-I,1985,74,416
6386-1,Police Command Base,1986,80,401
6387-1,Coastal Rescue Base,1989,71,375
6388-1,Holiday Home with Caravan,1989,69,363
6389-1,Fire Control Center,1990,74,542
6390-1,Main Street,1980,85,607
639-1,"Lots of Extra Basic Bricks, 5+",1997,473,400
6391-1,Cargo Center,1984,70,565
6392-1,Airport,1985,68,539
6393-1,Big Rig Truck Stop,1987,85,634
6394-1,Metro Park & Service Tower,1988,76,628
6395-1,Victory Lap Raceway,1988,82,613
6396-1,International Jetport,1990,68,550
6397-1,Gas N' Wash Express,1992,76,473
6398-1,Central Precinct HQ,1993,80,633
6399-1,Airport Shuttle,1990,68,787
6-4,4.5V Battery Train Wagon,1977,456,2
6400-1,Go-Kart,1997,82,23
640-1,Fire Truck,1971,417,45
6401-1,Seaside Cabana,1992,90,45
640-2,Fire Truck and Trailer,1978,74,47
6402-1,Sidewalk Cafe,1994,90,48
6403-1,Paradise Playground,1993,90,97
6404-1,Carriage Ride,1996,90,66
6405-1,Sunset Stables,1992,90,132
6406-1,Go-Kart,1997,82,23
6407-1,Fire Chief,1997,98,26
6409-1,Island Arcade,1993,90,149
